country,ccode,year,tier,minstand,efforts,TRAFFICKING_FLOWS,source,source_order,transit,transit_order,destination,destination_order,internal,TRAFFICKING_TYPES,psource,ptransit,pdest,pinternal,lsource,ltransit,ldest,linternal,dsource,dtransit,ddest,dinternal,dssource,dstransit,dsdest,dsinternal,cpsource,cptransit,cpdest,cpinternal,clsource,cltransit,cldest,clinternal,cssource,cstransit,csdest,csinternal,PROSECUTION,domesticlaws,enforcement,convictinfo,prosnum,PROTECTION,protectprogress,victimid,victimservices,victimpunish,PREVENTION,preventprogress,INTERNATIONAL_LAWS,UNP_sign,UNP_rat,ILO182,ILO29,ILO105,CEDAW_sign,CEDAW_rat,UNCRC_sign,UNCRC_rat,conflict_sign,conflict_rat
Spain,230,2002,Tier 1,Yes,Yes,,No,No mention,Yes,Second mention,Yes,First mention,No,,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Yes,No mention,,,Yes,No mention,No,No mention,,Yes,,13 Dec 2000Ê,Ê1 Mar 2002Ê,2-Apr-01,29-Aug-32,6-Nov-67,17 Jul 1980Ê,Ê5 Jan 1984Ê,Ê6 Sep 2000Ê,18 Dec 2001Ê,Ê6 Sep 2000Ê,Ê8 Mar 2002Ê
Spain,230,2003,Tier 1,Yes,Yes,,No,No mention,Yes,Second mention,Yes,First mention,No,,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Yes,Yes,,,Yes,No mention,No,No mention,,Yes,,13 Dec 2000Ê,Ê1 Mar 2002Ê,2-Apr-01,29-Aug-32,6-Nov-67,17 Jul 1980Ê,Ê5 Jan 1984Ê,Ê6 Sep 2000Ê,18 Dec 2001Ê,Ê6 Sep 2000Ê,Ê8 Mar 2002Ê
Spain,230,2004,Tier 1,Yes,Yes,,No,No mention,Yes,Second mention,Yes,First mention,No,,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,105,,Yes,No mention,No,No mention,,Yes,,13 Dec 2000Ê,Ê1 Mar 2002Ê,2-Apr-01,29-Aug-32,6-Nov-67,17 Jul 1980Ê,Ê5 Jan 1984Ê,Ê6 Sep 2000Ê,18 Dec 2001Ê,Ê6 Sep 2000Ê,Ê8 Mar 2002Ê
Spain,230,2005,Tier 1,Yes,Yes,,No,No mention,Yes,Second mention,Yes,First mention,No,,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,,,Yes,No mention,No,No mention,,Yes,,13 Dec 2000Ê,Ê1 Mar 2002Ê,2-Apr-01,29-Aug-32,6-Nov-67,17 Jul 1980Ê,Ê5 Jan 1984Ê,Ê6 Sep 2000Ê,18 Dec 2001Ê,Ê6 Sep 2000Ê,Ê8 Mar 2002Ê
Spain,230,2006,Tier 1,Yes,Yes,,No,No mention,Yes,Second mention,Yes,First mention,No,,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,150,,Yes,No mention,No,No,,Yes,,13 Dec 2000Ê,Ê1 Mar 2002Ê,2-Apr-01,29-Aug-32,6-Nov-67,17 Jul 1980Ê,Ê5 Jan 1984Ê,Ê6 Sep 2000Ê,18 Dec 2001Ê,Ê6 Sep 2000Ê,Ê8 Mar 2002Ê
Spain,230,2007,Tier 1,Yes,Yes,,No,No mention,Yes,First mention,Yes,Second mention,No,,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,178,,Yes,No mention,No,No,,Yes,,13 Dec 2000Ê,Ê1 Mar 2002Ê,2-Apr-01,29-Aug-32,6-Nov-67,17 Jul 1980Ê,Ê5 Jan 1984Ê,Ê6 Sep 2000Ê,18 Dec 2001Ê,Ê6 Sep 2000Ê,Ê8 Mar 2002Ê
Spain,230,2008,Tier 1,Yes,Yes,,No,No mention,Yes,First mention,Yes,Second mention,No,,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,142,,Yes,No,No,No,,Yes,,13 Dec 2000Ê,Ê1 Mar 2002Ê,2-Apr-01,29-Aug-32,6-Nov-67,17 Jul 1980Ê,Ê5 Jan 1984Ê,Ê6 Sep 2000Ê,18 Dec 2001Ê,Ê6 Sep 2000Ê,Ê8 Mar 2002Ê
Spain,230,2009,Tier 1,Yes,Yes,,No,No mention,Yes,First mention,Yes,Second mention,No,,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,107,,Yes,No,No,Yes,,Yes,,13 Dec 2000Ê,Ê1 Mar 2002Ê,2-Apr-01,29-Aug-32,6-Nov-67,17 Jul 1980Ê,Ê5 Jan 1984Ê,Ê6 Sep 2000Ê,18 Dec 2001Ê,Ê6 Sep 2000Ê,Ê8 Mar 2002Ê
Spain,230,2010,Tier 1,Yes,Yes,,No,No mention,Yes,First mention,Yes,Second mention,No,,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Yes,Yes,86,,Yes,No,No,Yes,,Yes,,13 Dec 2000Ê,Ê1 Mar 2002Ê,2-Apr-01,29-Aug-32,6-Nov-67,17 Jul 1980Ê,Ê5 Jan 1984Ê,Ê6 Sep 2000Ê,18 Dec 2001Ê,Ê6 Sep 2000Ê,Ê8 Mar 2002Ê
Spain,230,2011,Tier 1,Yes,2,,No,No mention,Yes,Second mention,Yes,First mention,No,,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Yes,Yes,202,,Yes,No,No,Yes,,Yes,,13 Dec 2000Ê,Ê1 Mar 2002Ê,2-Apr-01,29-Aug-32,6-Nov-67,17 Jul 1980Ê,Ê5 Jan 1984Ê,Ê6 Sep 2000Ê,18 Dec 2001Ê,Ê6 Sep 2000Ê,Ê8 Mar 2002Ê
Portugal,235,2002,Tier 1,Yes,Yes,,No,No mention,No,No mention,Yes,First mention,No,,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,No mention,,,Yes,No mention,No mention,No mention,,Yes,,12 Dec 2000Ê,10 May 2004Ê,15-Jun-00,26-Jun-56,23-Nov-59,24 Apr 1980Ê,30 Jul 1980Ê,Ê6 Sep 2000Ê,16 May 2003Ê,Ê6 Sep 2000Ê,19 Aug 2003Ê
Portugal,235,2003,Tier 1,Yes,Yes,,No,No mention,Yes,Second mention,Yes,First mention,Yes,,No mention,Yes,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Yes,Yes,23,,Yes,No mention,Yes,No,,Some,,12 Dec 2000Ê,10 May 2004Ê,15-Jun-00,26-Jun-56,23-Nov-59,24 Apr 1980Ê,30 Jul 1980Ê,Ê6 Sep 2000Ê,16 May 2003Ê,Ê6 Sep 2000Ê,19 Aug 2003Ê
Portugal,235,2004,Tier 1,Yes,Yes,,No,No mention,Yes,Second mention,Yes,First mention,No,,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Yes,Yes,40,,Yes,No mention,Yes,No mention,,Some,,12 Dec 2000Ê,10 May 2004Ê,15-Jun-00,26-Jun-56,23-Nov-59,24 Apr 1980Ê,30 Jul 1980Ê,Ê6 Sep 2000Ê,16 May 2003Ê,Ê6 Sep 2000Ê,19 Aug 2003Ê
Portugal,235,2005,Tier 1,Yes,Yes,,No,No mention,Yes,Second mention,Yes,First mention,No,,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Yes,Yes,,,Yes,No mention,Yes,No mention,,Some,,12 Dec 2000Ê,10 May 2004Ê,15-Jun-00,26-Jun-56,23-Nov-59,24 Apr 1980Ê,30 Jul 1980Ê,Ê6 Sep 2000Ê,16 May 2003Ê,Ê6 Sep 2000Ê,19 Aug 2003Ê
Portugal,235,2006,Tier 2/2 Watch List,No,Yes,,No,No mention,Yes,Second mention,Yes,First mention,No,,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Yes,No,45,,Yes,No mention,Yes,No mention,,Yes,,12 Dec 2000Ê,10 May 2004Ê,15-Jun-00,26-Jun-56,23-Nov-59,24 Apr 1980Ê,30 Jul 1980Ê,Ê6 Sep 2000Ê,16 May 2003Ê,Ê6 Sep 2000Ê,19 Aug 2003Ê
Portugal,235,2007,Tier 2/2 Watch List,No,Yes,,No,No mention,Yes,Second mention,Yes,First mention,No,,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Some,No,,,Yes,No mention,Yes,No,,Some,,12 Dec 2000Ê,10 May 2004Ê,15-Jun-00,26-Jun-56,23-Nov-59,24 Apr 1980Ê,30 Jul 1980Ê,Ê6 Sep 2000Ê,16 May 2003Ê,Ê6 Sep 2000Ê,19 Aug 2003Ê
Portugal,235,2008,Tier 2/2 Watch List,No,Yes,,No,No mention,Yes,Second mention,Yes,First mention,No,,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Yes,Yes,,,Yes,No mention,Yes,No,,Some,,12 Dec 2000Ê,10 May 2004Ê,15-Jun-00,26-Jun-56,23-Nov-59,24 Apr 1980Ê,30 Jul 1980Ê,Ê6 Sep 2000Ê,16 May 2003Ê,Ê6 Sep 2000Ê,19 Aug 2003Ê
Portugal,235,2009,Tier 2/2 Watch List,No,Yes,,Yes,Third mention,Yes,Second mention,Yes,First mention,No,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Yes,No,57,,Yes,No mention,Yes,No,,Some,,12 Dec 2000Ê,10 May 2004Ê,15-Jun-00,26-Jun-56,23-Nov-59,24 Apr 1980Ê,30 Jul 1980Ê,Ê6 Sep 2000Ê,16 May 2003Ê,Ê6 Sep 2000Ê,19 Aug 2003Ê
Portugal,235,2010,Tier 2/2 Watch List,No,Yes,,Yes,Third mention,Yes,Second mention,Yes,First mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Yes,Yes,207,,Yes,No mention,Yes,No,,Some,,12 Dec 2000Ê,10 May 2004Ê,15-Jun-00,26-Jun-56,23-Nov-59,24 Apr 1980Ê,30 Jul 1980Ê,Ê6 Sep 2000Ê,16 May 2003Ê,Ê6 Sep 2000Ê,19 Aug 2003Ê
Portugal,235,2011,Tier 1,Yes,2,,Yes,Third mention,Yes,Second mention,Yes,First mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Yes,Yes,,,Yes,Yes,Yes,No,,Some,,12 Dec 2000Ê,10 May 2004Ê,15-Jun-00,26-Jun-56,23-Nov-59,24 Apr 1980Ê,30 Jul 1980Ê,Ê6 Sep 2000Ê,16 May 2003Ê,Ê6 Sep 2000Ê,19 Aug 2003Ê
Germany,255,2001,Tier 1,Yes,Yes,,No,No mention,Yes,First mention,Yes,Second mention,No,,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,176,,No mention,No mention,No,No mention,,Yes,,12 Dec 2000Ê,14 Jun 2006Ê,18-Apr-02,13-Jun-56,22-Jun-59,17 Jul 1980Ê,10 Jul 1985Ê,Ê6 Sep 2000Ê,15 Jul 2009Ê,Ê6 Sep 2000Ê,13 Dec 2004Ê
Germany,255,2002,Tier 1,Yes,Yes,,No,No mention,Yes,Second mention,Yes,First mention,No,,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,176,,Yes,No mention,No,No mention,,Yes,,12 Dec 2000Ê,14 Jun 2006Ê,18-Apr-02,13-Jun-56,22-Jun-59,17 Jul 1980Ê,10 Jul 1985Ê,Ê6 Sep 2000Ê,15 Jul 2009Ê,Ê6 Sep 2000Ê,13 Dec 2004Ê
Germany,255,2003,Tier 1,Yes,Yes,,No,No mention,Yes,First mention,Yes,Second mention,No,,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,148,,Yes,No mention,No,No mention,,Yes,,12 Dec 2000Ê,14 Jun 2006Ê,18-Apr-02,13-Jun-56,22-Jun-59,17 Jul 1980Ê,10 Jul 1985Ê,Ê6 Sep 2000Ê,15 Jul 2009Ê,Ê6 Sep 2000Ê,13 Dec 2004Ê
Germany,255,2004,Tier 1,Yes,Yes,,No,No mention,Yes,First mention,Yes,Second mention,No,,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,,,Yes,No mention,No,No mention,,Yes,,12 Dec 2000Ê,14 Jun 2006Ê,18-Apr-02,13-Jun-56,22-Jun-59,17 Jul 1980Ê,10 Jul 1985Ê,Ê6 Sep 2000Ê,15 Jul 2009Ê,Ê6 Sep 2000Ê,13 Dec 2004Ê
Germany,255,2005,Tier 1,Yes,Yes,,No,No mention,Yes,First mention,Yes,Second mention,No,,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,,,Yes,No mention,No,No mention,,Yes,,12 Dec 2000Ê,14 Jun 2006Ê,18-Apr-02,13-Jun-56,22-Jun-59,17 Jul 1980Ê,10 Jul 1985Ê,Ê6 Sep 2000Ê,15 Jul 2009Ê,Ê6 Sep 2000Ê,13 Dec 2004Ê
Germany,255,2006,Tier 1,Yes,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,No,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,,,Yes,No mention,No,No mention,,Yes,,12 Dec 2000Ê,14 Jun 2006Ê,18-Apr-02,13-Jun-56,22-Jun-59,17 Jul 1980Ê,10 Jul 1985Ê,Ê6 Sep 2000Ê,15 Jul 2009Ê,Ê6 Sep 2000Ê,13 Dec 2004Ê
Germany,255,2007,Tier 1,Yes,Yes,,No,No mention,Yes,First mention,Yes,Second mention,Yes,,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,,,Yes,Yes,No,No,,Yes,,12 Dec 2000Ê,14 Jun 2006Ê,18-Apr-02,13-Jun-56,22-Jun-59,17 Jul 1980Ê,10 Jul 1985Ê,Ê6 Sep 2000Ê,15 Jul 2009Ê,Ê6 Sep 2000Ê,13 Dec 2004Ê
Germany,255,2008,Tier 1,Yes,Yes,,No,No mention,Yes,First mention,Yes,Second mention,Yes,,No mention,Yes,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,,,Yes,Yes,No,No,,Yes,,12 Dec 2000Ê,14 Jun 2006Ê,18-Apr-02,13-Jun-56,22-Jun-59,17 Jul 1980Ê,10 Jul 1985Ê,Ê6 Sep 2000Ê,15 Jul 2009Ê,Ê6 Sep 2000Ê,13 Dec 2004Ê
Germany,255,2009,Tier 1,Yes,Yes,,No,No mention,Yes,First mention,Yes,Second mention,Yes,,No mention,Yes,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,,,Yes,No mention,No,No mention,,Yes,,12 Dec 2000Ê,14 Jun 2006Ê,18-Apr-02,13-Jun-56,22-Jun-59,17 Jul 1980Ê,10 Jul 1985Ê,Ê6 Sep 2000Ê,15 Jul 2009Ê,Ê6 Sep 2000Ê,13 Dec 2004Ê
Germany,255,2010,Tier 1,Yes,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,No,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,,,Yes,Yes,No,No,,Some,,12 Dec 2000Ê,14 Jun 2006Ê,18-Apr-02,13-Jun-56,22-Jun-59,17 Jul 1980Ê,10 Jul 1985Ê,Ê6 Sep 2000Ê,15 Jul 2009Ê,Ê6 Sep 2000Ê,13 Dec 2004Ê
Germany,255,2011,Tier 1,Yes,2,,Yes,First mention,Yes,Second mention,Yes,Third mention,No,,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,,,Yes,Yes,No,No,,Yes,,12 Dec 2000Ê,14 Jun 2006Ê,18-Apr-02,13-Jun-56,22-Jun-59,17 Jul 1980Ê,10 Jul 1985Ê,Ê6 Sep 2000Ê,15 Jul 2009Ê,Ê6 Sep 2000Ê,13 Dec 2004Ê
Poland,290,2001,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,No,,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Yes,Yes,,,No,No mention,No,No mention,,No mention,,Ê4 Oct 2001Ê,26 Sep 2003Ê,9-Aug-02,30-Jul-58,30-Jul-58,29 May 1980Ê,30 Jul 1980Ê,13 Feb 2002Ê,Ê4 Feb 2005Ê,13 Feb 2002Ê,Ê7 Apr 2005Ê
Poland,290,2002,Tier 1,Yes,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,No,,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Yes,Yes,,,Yes,No mention,No,No mention,,Yes,,Ê4 Oct 2001Ê,26 Sep 2003Ê,9-Aug-02,30-Jul-58,30-Jul-58,29 May 1980Ê,30 Jul 1980Ê,13 Feb 2002Ê,Ê4 Feb 2005Ê,13 Feb 2002Ê,Ê7 Apr 2005Ê
Poland,290,2003,Tier 1,Yes,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Yes,Yes,18,,Yes,No mention,No,No mention,,Yes,,Ê4 Oct 2001Ê,26 Sep 2003Ê,9-Aug-02,30-Jul-58,30-Jul-58,29 May 1980Ê,30 Jul 1980Ê,13 Feb 2002Ê,Ê4 Feb 2005Ê,13 Feb 2002Ê,Ê7 Apr 2005Ê
Poland,290,2004,Tier 1,Yes,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Yes,Yes,30,,Yes,No mention,No,No mention,,Some,,Ê4 Oct 2001Ê,26 Sep 2003Ê,9-Aug-02,30-Jul-58,30-Jul-58,29 May 1980Ê,30 Jul 1980Ê,13 Feb 2002Ê,Ê4 Feb 2005Ê,13 Feb 2002Ê,Ê7 Apr 2005Ê
Poland,290,2005,Tier 1,Yes,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Yes,Yes,18,,Yes,No,No,No mention,,Yes,,Ê4 Oct 2001Ê,26 Sep 2003Ê,9-Aug-02,30-Jul-58,30-Jul-58,29 May 1980Ê,30 Jul 1980Ê,13 Feb 2002Ê,Ê4 Feb 2005Ê,13 Feb 2002Ê,Ê7 Apr 2005Ê
Poland,290,2006,Tier 1,Yes,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,No,,Yes,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Yes,Yes,43,,Yes,No mention,No,No mention,,Yes,,Ê4 Oct 2001Ê,26 Sep 2003Ê,9-Aug-02,30-Jul-58,30-Jul-58,29 May 1980Ê,30 Jul 1980Ê,13 Feb 2002Ê,Ê4 Feb 2005Ê,13 Feb 2002Ê,Ê7 Apr 2005Ê
Poland,290,2007,Tier 1,Yes,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,No,,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,36,,Yes,No mention,No,No mention,,Yes,,Ê4 Oct 2001Ê,26 Sep 2003Ê,9-Aug-02,30-Jul-58,30-Jul-58,29 May 1980Ê,30 Jul 1980Ê,13 Feb 2002Ê,Ê4 Feb 2005Ê,13 Feb 2002Ê,Ê7 Apr 2005Ê
Poland,290,2008,Tier 1,Yes,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,No,,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,58,,Yes,No mention,No,No mention,,Yes,,Ê4 Oct 2001Ê,26 Sep 2003Ê,9-Aug-02,30-Jul-58,30-Jul-58,29 May 1980Ê,30 Jul 1980Ê,13 Feb 2002Ê,Ê4 Feb 2005Ê,13 Feb 2002Ê,Ê7 Apr 2005Ê
Poland,290,2009,Tier 1,Yes,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,No,,Yes,Yes,Yes,No mention,Yes,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,78,,Yes,No mention,No,No mention,,Yes,,Ê4 Oct 2001Ê,26 Sep 2003Ê,9-Aug-02,30-Jul-58,30-Jul-58,29 May 1980Ê,30 Jul 1980Ê,13 Feb 2002Ê,Ê4 Feb 2005Ê,13 Feb 2002Ê,Ê7 Apr 2005Ê
Poland,290,2010,Tier 1,Yes,Yes,,Yes,First mention,No,No mention,Yes,Second mention,Yes,,Yes,No mention,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,Yes,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,79,,Yes,No mention,No,No,,Yes,,Ê4 Oct 2001Ê,26 Sep 2003Ê,9-Aug-02,30-Jul-58,30-Jul-58,29 May 1980Ê,30 Jul 1980Ê,13 Feb 2002Ê,Ê4 Feb 2005Ê,13 Feb 2002Ê,Ê7 Apr 2005Ê
